ID;ID;Gender;Sport;Continent;Country;Club;Team logo;Team nickname;Trophic;Classification_Specific;Classification_General;Classification_Class;Classification_Order;Classification_Family;Classification_Genus;Classification_Species;Stadium;Location;Lat;Long;Capacity;N_Species_In_Country;EX;EW;CR;EN;VU;NT;LC;DD;NE;Decreasing;Increasing;Stable;Unknown
ID_671;671;Men;Basketball;Europe;Switzerland;Lions de Genève;Lion;Lion;Predator;Panthera leo;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera leo;Salle du Pommier;46.22922187034853, 6.126343700331809;46.22922187034853; 6.126343700331809;2800;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_672;672;Men;Ice Hockey;Europe;Switzerland;Lausanne Hockey Club;Lion;Lion;Predator;Panthera leo;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera leo;Vaudoise aréna;46.528681236718306, 6.6001398882632705;46.528681236718306; 6.6001398882632705;9600;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_673;673;Men;Ice Hockey;Europe;Switzerland;Zürcher Schlittschuh Club Lions;Lion;Lion;Predator;Panthera leo;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera leo;Swiss Life Arena;47.39486343535427, 8.48058775521254;47.39486343535427; 8.48058775521254;12000;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_674;674;Men;Football;Africa;Tanzania, United Republic of;Simba Sports Club;Lion;Lion;Predator;Panthera leo;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera leo;Benjamini Mkapa National Stadium;-6.853400810512928, 39.274464725556065;-6.853400810512928; 39.274464725556065;60000;1;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_675;675;Men;Football;Asia;Thailand;Port FC;Lion;Lion;Predator;Panthera leo;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera leo;PAT Stadium;13.71549409901084, 100.56043458486586;13.71549409901084; 100.56043458486586;8000;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_676;676;Men;Football;Asia;Turkey;Galatasaray;;Lion;Predator;Panthera leo;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera leo;Nef Stadyumu;41.10329999278356, 28.991543405278165;41.10329999278356; 28.991543405278165;52650;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_677;677;Men;Basketball;Asia;Turkey;Galatasaray S.K.;;Lion;Predator;Panthera leo;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera leo;Sinan Erdem Dome;40.98837442779193, 28.853451628459762;40.98837442779193; 28.853451628459762;16000;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_678;678;Women;Football;Asia;Turkey;Galatasaray Kadın Futbol Takımı;;Lion;Predator;Panthera leo;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera leo;Florya Metin Oktay Tesisleri;40.975722352944324, 28.798508184745753;40.975722352944324; 28.798508184745753;3500;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_679;679;Men;Rugby XV;Europe;United Kingdom;Gloucester Rugby;Lion;;Predator;Panthera leo;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera leo;Kingsholm Stadium;51.87113006076655, -2.2420572679132453;51.87113006076655; -2.2420572679132453;16115;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_680;680;Men;Football;Europe;United Kingdom;Aston Villa;Lion;Lion;Predator;Panthera leo;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera leo;Villa Park;52.509261860483385, -1.8841283439039191;52.509261860483385; -1.8841283439039191;42682;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_681;681;Men;Football;Europe;United Kingdom;Chelsea FC;Lion;;Predator;Panthera leo;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera leo;Stamford Bridge;51.54147422983531, 0.006535773345148089;51.54147422983531; 0.006535773345148089;40853;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_682;682;Men;Football;Europe;United Kingdom;Burnley FC;Lion;;Predator;Panthera leo;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera leo;Turf Moor;53.788801785566505, -2.229974778803462;53.788801785566505; -2.229974778803462;NA;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_683;683;Men;Basketball;Europe;United Kingdom;London Lions;;Lion;Predator;Panthera leo;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera leo;Copper Box Arena;51.54453203553777, -0.018801588139669347;51.54453203553777; -0.018801588139669347;6000;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_684;684;Men;Cricket;Europe;United Kingdom;Durham County Cricket Club;Lion;Lion;Predator;Panthera leo;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera leo;Seat Unique Riverside;54.84964961001574, -1.5601330426639026;54.84964961001574; -1.5601330426639026;15000;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_685;685;Men;Cricket;Europe;United Kingdom;Gloucestershire County Cricket Club;Lion;;Predator;Panthera leo;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera leo;Seat Unique Stadium;51.476908537587626, -2.584142536696767;51.476908537587626; -2.584142536696767;8000;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_686;686;Women;Football;Europe;United Kingdom;Aston Villa WFC;Lion;Lion;Predator;Panthera leo;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera leo;Bescot Stadium;52.56577494049177, -1.9912879771352927;52.56577494049177; -1.9912879771352927;11300;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_687;687;Women;Football;Europe;United Kingdom;Chelsea FC Women;Lion;;Predator;Panthera leo;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera leo;Kingsmeadow, Kingston upon Thames;51.40539414133018, -0.2813431311506129;51.40539414133018; -0.2813431311506129;4850;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_688;688;Women;Football;Europe;United Kingdom;Reading FC Women;Lion;;Predator;Panthera leo;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera leo;Madejski Stadium;51.42254705451878, -0.98232146553442;51.42254705451878; -0.98232146553442;24161;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_689;689;Men;Football;Americas;United States;Orlando City SC;Lion;Lion;Predator;Panthera leo;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera leo;Exploria Stadium;28.54172271829682, -81.38749678626269;28.54172271829682; -81.38749678626269;25500;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_690;690;Men;Football;Americas;United States;FC Cincinnati;Lion ;;Predator;Panthera leo;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera leo;TQL Stadium;39.11138853781501, -84.52153617087873;39.11138853781501; -84.52153617087873;26000;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_691;691;Men;American Football;Americas;United States;Detroit Lions;Lion;Lion;Predator;Panthera leo;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera leo;Ford Field;42.34073598676291, -83.04448720109173;42.34073598676291; -83.04448720109173;65000;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_692;692;Women;Football;Americas;United States;North Carolina Courage;Lion;;Predator;Panthera leo;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera leo;WakeMed Soccer Park;35.78644494218869, -78.75429085494483;35.78644494218869; -78.75429085494483;10000;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_693;693;Women;Football;Americas;United States;OL Reign;Lion;;Predator;Panthera leo;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera leo;Lumen Field;47.59527372266758, -122.33175890800064;47.59527372266758; -122.33175890800064;10000;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_694;694;Women;Ice Hockey;Americas;United States;Boston Pride;Lion;;Predator;Panthera leo;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera leo;Warrior Ice Arena;42.35703179414537, -71.1435892131449;42.35703179414537; -71.1435892131449;700;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_695;695;Men;Handball;Americas;Brazil;Carajás Handebol;Jaguar;Jaguar;Predator;Panthera onca;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Arena Multiuso de São José;-27.601489142505727, -48.60792041651838;-27.601489142505727; -48.60792041651838;780;1;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA
ID_696;696;Men;Football;Americas;Colombia;Jaguares de Córdoba F.C;Jaguar;Felidae;Predator;Panthera onca;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Estadio de Fútbol Jaraguay de Montería;8.712052122626288, -75.82781779530868;8.712052122626288; -75.82781779530868;12000;1;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA
ID_697;697;Men;Basketball;Americas;Mexico;Panteras de Aguascalientes;Jaguar;Jaguar;Predator;Panthera onca;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Gimnasio Hermanos Carreón;22.135614141115116, -102.2071370048315;22.135614141115116; -102.2071370048315;3500;1;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA
ID_698;698;Men;American Football;Americas;United States;Jacksonville Jaguars;Jaguar;Jaguar;Predator;Panthera onca;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;TIAA Bank Field;30.324613731149825, -81.63722095397215;30.324613731149825; -81.63722095397215;67838;1;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA
ID_699;699;Men;American Football;Americas;United States;Carolina Panthers;Panther;Panther;Predator;Panthera onca;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Bank of America Stadium;35.226270295394656, -80.85094797889654;35.226270295394656; -80.85094797889654;74867;1;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA
ID_700;700;Men;Rugby XIII;Oceania;Australia;Penrith Panthers;Panther;Panther;Predator;Panthera pardus;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera pardus;Penrith Stadium;-33.75873872571663, 150.68766093158828;-33.75873872571663; 150.68766093158828;22500;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_701;701;Men;Basketball;Asia;China;Liaoning Flying Leopards;Leopard;Leopard;Predator;Panthera pardus;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera pardus;Liaoning Gymnasium;41.87330072792048, 123.42282189412693;41.87330072792048; 123.42282189412693;12000;1;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_702;702;Men;Basketball;Asia;China;Shenzhen Leopards;Leopard;Leopard;Predator;Panthera pardus;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera pardus;Shenzhen Universiade Sports Centre;22.69330213042314, 114.21928648779459;22.69330213042314; 114.21928648779459;18000;1;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_703;703;Men;Baseball;Asia;China;Guangdong Leopards;Leopard;Leopard;Predator;Panthera pardus;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera pardus;Tianhe Sports Center;23.143147680926834, 113.31732058375908;23.143147680926834; 113.31732058375908;1000;1;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_704;704;Men;Football;Americas;Colombia;Atlético Bucaramanga;Leopard;Leopard;Predator;Panthera pardus;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera pardus;Estadio Alfonso López;7.136714101892044, -73.1164304391114;7.136714101892044; -73.1164304391114;25000;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_706;706;Women;Football;Americas;Colombia;Atlético Bucaramanga Femenino;Leopard;Leopard;Predator;Panthera pardus;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera pardus;Álvaro Gómez Hurtado;7.0521614669639, -73.08038416098437;7.0521614669639; -73.08038416098437;12000;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_707;707;Men;Rugby XIII;Europe;France;Villeneuve XIII rugby league;Leopard;Leopard;Predator;Panthera pardus;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera pardus;Stade de la Myre Mory;44.39263327557838, 0.7123178779324281;44.39263327557838; 0.7123178779324281;5000;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_708;708;Women;Volleyball;Europe;France;Volleyball Club Chamalières;Black Panther;Black Panther;Predator;Panthera pardus;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera pardus;Gymnase Chatrousse;45.76946333497324, 3.068005003632949;45.76946333497324; 3.068005003632949;600;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_709;709;Men;Ice Hockey;Europe;Germany;Augsburger Panther;Leopard;Panther;Predator;Panthera pardus;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera pardus;Curt Frenzel Stadium;48.374120268611584, 10.886554198121395;48.374120268611584; 10.886554198121395;6218;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_710;710;Men;Ice Hockey;Europe;Germany;ERC Ingolstadt;Panther;Panther;Predator;Panthera pardus;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera pardus;Saturn-Arena;48.76035553057723, 11.439697591494566;48.76035553057723; 11.439697591494566;4816;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_711;711;Women;Basketball;Europe;Germany;GiroLive-Panthers Osnabrück;Black panther;Black panther;Predator;Panthera pardus;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera pardus;OSC Halle A;52.26801760906413, 8.024545546806493;52.26801760906413; 8.024545546806493;NA;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_712;712;Women;Football;Europe;Italy;Pomigliano CF;Black panther;Black panther;Predator;Panthera pardus;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera pardus;Ugo Gobbato Stadium;40.91396403381994, 14.394290910821011;40.91396403381994; 14.394290910821011;1600;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_713;713;Women;Volleyball;Europe;Italy;Imoco Volley;Black Panther;Black Panther;Predator;Panthera pardus;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera pardus;PalaVerde;45.7243276892884, 12.262611168546593;45.7243276892884; 12.262611168546593;5344;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_714;714;Men;Volleyball;Asia;Japan;Panasonic Panthers;Panther;Panther;Predator;Panthera pardus;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera pardus;Panasonic Arena;34.80050870883437, 135.64493648550751;34.80050870883437; 135.64493648550751;2500;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_715;715;Men;Football;Africa;Kenya;AFC Leopards;Leopard;Leopard;Predator;Panthera pardus;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera pardus;Nyayo National Stadium;-1.3050879036894325, 36.8254208417829;-1.3050879036894325; 36.8254208417829;30000;1;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_716;716;Men;Ice Hockey;Europe;Netherlands;Zoetermeer Panters;Leopard;Leopard;Predator;Panthera pardus;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera pardus;Silverdome;52.05287674272394, 4.520867884216025;52.05287674272394; 4.520867884216025;8000;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_717;717;Men;Ice Hockey;Europe;Russian Federation;HK Sotchi;Leopard;Leopard;Predator;Panthera pardus;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera pardus;Bolshoy Ice Dome;43.40485105164861, 39.95059791274958;43.40485105164861; 39.95059791274958;12035;1;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_718;718;Women;Basketball;Europe;Russian Federation;Peresvet Southern Federal University;Black panther;Black panther;Predator;Panthera pardus;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera pardus;Sport Centre Rostov-on-Don;47.28838913319693, 39.700409425751786;47.28838913319693; 39.700409425751786;550;1;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_719;719;Men;Basketball;Africa;South Africa;Soweto Panthers;Panther;Panther;Predator;Panthera pardus;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera pardus;Soweto Basketball Centre;-26.239964835145678, 27.89121334682316;-26.239964835145678; 27.89121334682316;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_720;720;Men;Rugby XV;Africa;South Africa;Leopards;Leopard;Leopard;Predator;Panthera pardus;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera pardus;Absa Puk Oval;-26.69201376031824, 27.10138445647602;-26.69201376031824; 27.10138445647602;5000;1;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_721;721;Men;Basketball;Asia;Turkey;Darüşşafaka Basketbol;Panther;Panther;Predator;Panthera pardus;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera pardus;Darüşşafaka Ayhan Şahenk;41.1258036050299, 29.029055613125237;41.1258036050299; 29.029055613125237;3500;1;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_722;722;Men;Rugby XIII;Europe;United Kingdom;Leigh Leopards;Leopard;Leopard;Predator;Panthera pardus;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera pardus;Leigh Sports Village;53.49006169543062, -2.530088808331543;53.49006169543062; -2.530088808331543;12005;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_723;723;Men;Ice Hockey;Europe;United Kingdom;Nottingham Panthers;Black Panther;Panther;Predator;Panthera pardus;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera pardus;National Ice Centre;52.95222740268778, -1.138999525544094;52.95222740268778; -1.138999525544094;7500;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_724;724;Men;Rugby XIII;Oceania;Australia;Wests Tigers;Tiger;Tiger;Predator;Panthera tigris;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera tigris;Leichhardt Oval;-33.86909233154126, 151.15503270275553;-33.86909233154126; 151.15503270275553;20000;0;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_725;725;Men;American Football;Americas;Canada;Hamilton Tiger-Cats;Tiger;Cats;Predator;Panthera tigris;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera tigris;Tim Hortons Field;43.25254602779034, -79.82780998684079;43.25254602779034; -79.82780998684079;23218;0;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_726;726;Men;Football;Asia;China;Guangzhou FC;Tiger;Tiger;Predator;Panthera tigris;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera tigris;Tianhe Stadium;23.13820892951125, 113.32507226351002;23.13820892951125; 113.32507226351002;54856;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_727;727;Men;Football;Asia;China;Tianjin Jinmen Tiger FC;Tiger;Tiger;Predator;Panthera tigris;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera tigris;Tianjin Olympic Center Stadium ;39.07453421170914, 117.17659020209076;39.07453421170914; 117.17659020209076;60000;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_728;728;Men;Football;Asia;China;Wuhan Three Towns;Tiger;;Predator;Panthera tigris;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera tigris;Wuhan Sports Centre Stadium;30.50258688105419, 114.16613569684775;30.50258688105419; 114.16613569684775;60000;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_729;729;Men;Basketball;Asia;China;Jilin Northeast Tigers;Tiger;Tiger;Predator;Panthera tigris;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera tigris;Changchun Gymnasium;43.88250009603673, 125.32496516853207;43.88250009603673; 125.32496516853207;4299;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_730;730;Men;Basketball;Asia;China;Xinjiang Flying Tigers;Tiger;Tiger;Predator;Panthera tigris;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera tigris;Hongshan Arena;43.80878986994498, 87.60931898073491;43.80878986994498; 87.60931898073491;3800;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_731;731;Men;Basketball;Asia;China;Guangdong Southern Tigers;Tiger;Tiger;Predator;Panthera tigris;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera tigris;Bank of Dongguan Basketball Center;22.996295998661374, 113.84118152218193;22.996295998661374; 113.84118152218193;14730;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_732;732;Men;Baseball;Asia;China;Beijing Tigers;Tiger;Tiger;Predator;Panthera tigris;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera tigris;Lucheng Field;NA;NA;;5000;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_733;733;Men;Baseball;Americas;Colombia;Tigres de Cartagena;Tiger;Tiger;Predator;Panthera tigris;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera tigris;Estadio Once de Noviembre;10.404258141304036, -75.49635084028093;10.404258141304036; -75.49635084028093;12000;0;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_734;734;Men;Football;Africa;Ethiopia;Hadiya Hossana F.C.;;Tiger;Predator;Panthera tigris;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera tigris;Abiy Hersamo Stadium;7.551514072408236, 37.85800833166633;7.551514072408236; 37.85800833166633;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_735;735;Men;Football;Oceania;Fiji;Rewa FC;Tiger;Tiger;Predator;Panthera tigris;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera tigris;Ratu Cakobau Park;-18.031017452118544, 178.53605115544926;-18.031017452118544; 178.53605115544926;8000;0;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_736;736;Men;Rugby XIII;Europe;France;Albi Rugby League XIII;Tiger;Tiger;Predator;Panthera tigris;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera tigris;Stade Mazicou;43.94131818416517, 2.1451084244105405;43.94131818416517; 2.1451084244105405;1500;0;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_737;737;Women;Basketball;Europe;France;Roche Vendée Basket Club;Tigre;;Predator;Panthera tigris;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera tigris;Halle des Sports des Oudairies;46.67125022818641, -1.4038503024838154;46.67125022818641; -1.4038503024838154;2500;0;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_738;738;Men;Ice Hockey;Europe;Germany;Nürnberg Ice Tigers;Tiger;Tiger;Predator;Panthera tigris;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera tigris;Arena Nürnberger Versicherung;49.42748546420875, 11.122989369869085;49.42748546420875; 11.122989369869085;7672;0;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_739;739;Men;Ice Hockey;Europe;Germany;Straubing Tigers;Tiger;Tiger;Predator;Panthera tigris;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera tigris;Eisstadion am Pulverturm;48.88329439183897, 12.562506666908316;48.88329439183897; 12.562506666908316;5635;0;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_740;740;Women;Handball;Europe;Germany;VfL Waiblingen Handball;Tiger;Tiger;Predator;Panthera tigris;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera tigris;Rundsporthalle;48.826694980004795, 9.330790257006061;48.826694980004795; 9.330790257006061;763;0;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_741;741;Men;Football;Africa;Ghana;Kotoku Royals FC;Tiger;;Predator;Panthera tigris;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera tigris;Akim Oda Stadium;5.931435521151784, -0.9774827493116014;5.931435521151784; -0.9774827493116014;3000;0;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_742;742;Men;Volleyball;Asia;India;Kolkata Thunderbolts;Tiger;;Predator;Panthera tigris;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera tigris;Koramangala Indoor Stadium;12.943408140945706, 77.62224946562995;12.943408140945706; 77.62224946562995;2000;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_743;743;Men;Cricket;Asia;India;Delhi Capitals;Tiger;Tiger;Predator;Panthera tigris;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera tigris;Arun Jaitley Stadium;28.638101892606663, 77.24373139699779;28.638101892606663; 77.24373139699779;41842;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_744;744;Men;Cricket;Asia;India;Bengal cricket team;Tiger;;Predator;Panthera tigris;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera tigris;Eden Gardens;22.564685350073397, 88.34325113838192;22.564685350073397; 88.34325113838192;66349;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_745;745;Women;Cricket;Asia;India;Delhi Capitals;Tigre;;Predator;Panthera tigris;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera tigris;Arun Jaitley Cricket Stadium;28.638101892606663, 77.24373139699779;28.638101892606663; 77.24373139699779;41842;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_746;746;Women;Cricket;Asia;India;Gujarat Giants;Tigre;;Predator;Panthera tigris;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera tigris;NA;NA;NA;;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_747;747;Men;Football;Asia;Indonesia;Persib Bandung;NA;Tiger;Predator;Panthera tigris;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera tigris;Gelora Bandung Lautan Api;-6.957315696036601, 107.71263279578305;-6.957315696036601; 107.71263279578305;38000;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_748;748;Men;Football;Asia;Indonesia;Persija Jakarta;NA;Tiger;Predator;Panthera tigris;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera tigris;Stadion Patriot Candrabhaga;-6.237064283160229, 106.99144402091761;-6.237064283160229; 106.99144402091761;30000;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_749;749;Men;Football;Asia;Indonesia;Persiraja Banda Aceh;NA;Tiger;Predator;Panthera tigris;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera tigris;Haji Dimurthala Stadium;5.565464481400258, 95.3419051915193;5.565464481400258; 95.3419051915193;20000;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_750;750;Men;Football;Asia;Indonesia;Persik Kediri;NA;Tiger;Predator;Panthera tigris;Species;Mammalia;Carnivora;Felidae;Panthera;Panthera tigris;Stadion Brawijaya;-7.81740073881514, 112.02955863442335;-7.81740073881514; 112.02955863442335;15000;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
